id,firstName,lastName,age,weight,gender,smoker
581,Arthur,Pitts,34,166.8,M,FALSE
582,Ronald,Fischer,72,237.8,F,FALSE
583,David,Sawyer,87,127.6,F,FALSE
584,Donald,Velasquez,18,136,F,TRUE
585,Billy,Hammond,25,263.8,F,FALSE
586,Michael,Michael,67,257.8,M,FALSE
587,Jeremy,Owens,41,248.5,F,FALSE
588,Scott,O’connell,99,267.9,M,TRUE
589,Elijah,Larsen,85,207,F,FALSE
590,Christopher,Delgado,50,81.3,M,FALSE
591,Logan,Burch,95,96.4,F,FALSE
592,Paul,Wilkerson,21,211.5,M,FALSE
593,Bruce,Caldwell,5,228.5,F,FALSE
594,Elijah,Christensen,6,105.5,F,FALSE
595,Eric,Holt,99,177.2,F,FALSE
596,Ralph,Parks,52,257.2,M,FALSE
597,Stephen,Harris,65,199.2,M,FALSE
598,Jonathan,Beard,67,124,F,TRUE
599,Timothy,Montgomery,106,123.6,M,FALSE
600,Richard,Salazar,84,194,F,FALSE
601,Benjamin,Portillo,17,132.3,F,FALSE
602,John,Foley,95,151.9,F,FALSE
603,Gerald,Johnston,74,100,F,TRUE
604,Timothy,Kerr,20,190.8,M,FALSE
605,Albert,Meyer,75,130.1,M,FALSE
606,Michael,Conway,66,113.4,M,FALSE
607,Philip,Magana,107,93.1,M,TRUE
608,Brandon,Trevino,100,175,M,FALSE
609,Arthur,Magana,54,201,F,FALSE
610,Alan,Douglas,27,226.1,F,FALSE
611,Samuel,Strong,47,200.5,M,FALSE
612,Jeffrey,Ford,76,141.9,F,FALSE
613,Randy,Dalton,24,247.9,M,FALSE
614,Mason,Chapman,44,103.3,M,FALSE
615,Randy,Pratt,53,253.4,F,FALSE
616,Gabriel,O’connell,53,192.3,M,FALSE
617,Harold,Frye,69,271.5,F,TRUE
618,Bradley,Hampton,81,127.4,M,FALSE
619,Jonathan,Kirby,3,219.7,M,FALSE
620,Donald,Erickson,67,94.6,F,FALSE
621,Jonathan,Daugherty,82,225.7,M,FALSE
622,William,Macias,97,247,F,FALSE
623,Billy,Roman,39,121.4,F,FALSE
624,Richard,Roberson,46,219,M,FALSE
625,Roy,Francis,22,199.4,M,FALSE
626,Jacob,Glover,30,143.5,M,TRUE
627,James,Dejesus,61,89.6,F,FALSE
628,Zachary,Beard,87,235.1,F,FALSE
629,Kevin,Elliott,6,172.8,F,FALSE
630,Tyler,Kemp,50,148.1,F,FALSE
631,Keith,Lin,89,96.4,M,FALSE
632,Roy,Ward,56,251.1,M,FALSE
633,Brandon,Olsen,90,94.8,M,FALSE
634,Brian,Delgado,88,114.3,M,FALSE
635,Gabriel,Melendez,67,122,F,TRUE
636,Roy,Hendricks,65,279.6,M,FALSE
637,Timothy,Fitzgerald,9,197,M,TRUE
638,Juan,Norton,68,146.6,F,TRUE
639,Joshua,Michael,19,256.5,F,FALSE
640,John,Rios,56,273.1,M,FALSE
641,Russell,Petersen,12,230.7,M,TRUE
642,Kevin,Beltran,33,231.7,F,FALSE
643,Steven,Franklin,29,246.5,F,FALSE
644,Justin,Clay,108,258.4,M,FALSE
645,Juan,Warren,77,237.6,F,TRUE
646,Timothy,Rubio,82,133.5,M,FALSE
647,Robert,Simpson,16,192.1,F,FALSE
648,Nicholas,Wu,60,113.7,F,FALSE
649,Roger,Berger,42,188.7,F,TRUE
650,Kyle,Zimmerman,104,277.8,M,FALSE
651,Michael,Quintero,17,202.6,F,TRUE
652,Adam,Mack,8,243.7,F,FALSE
653,Jack,Cox,25,176.2,M,TRUE
654,Billy,Flores,33,202.6,M,FALSE
655,Russell,Hurst,83,105.1,F,TRUE
656,Thomas,Vega,31,91.6,F,FALSE
657,Zachary,Villanueva,61,227.6,F,FALSE
658,John,Delarosa,6,93.7,F,FALSE
659,Albert,Sharp,101,129.3,M,TRUE
660,Roger,Woodward,70,200.4,M,FALSE
661,James,Magana,83,81,F,FALSE
662,Jesse,Weeks,109,152,F,FALSE
663,Bobby,Gregory,81,255.1,M,FALSE
664,George,York,62,202.8,F,FALSE
665,Richard,Turner,78,95.2,F,FALSE
666,Nathan,Walker,61,224.4,F,FALSE
667,Nathan,Collier,100,166.8,M,TRUE
668,Joe,Davenport,11,102.1,F,FALSE
669,Charles,Deleon,27,232.2,F,FALSE
670,George,Fry,19,80.5,F,FALSE
671,Richard,Randall,54,276.4,M,FALSE
672,Gary,Hunt,8,174.3,F,FALSE
673,Timothy,Myers,50,261.1,M,FALSE
674,Bruce,Campos,27,277.9,M,FALSE
675,Albert,Murray,81,117.8,F,FALSE
676,Walter,Mccullough,22,234.3,F,FALSE
677,Kyle,Bryant,50,106,F,FALSE
678,Joe,Dean,75,161.2,M,FALSE
679,Justin,Alexander,80,136.3,M,FALSE
680,Billy,Mullen,1,94.5,M,FALSE
681,Brandon,Horne,74,230.9,F,FALSE
682,Billy,Moreno,92,110.3,M,TRUE
683,Christopher,Erickson,32,273.3,M,FALSE
684,Matthew,Dean,39,85.1,M,FALSE
685,Scott,O’donnell,76,188,M,FALSE
686,Jesse,Reilly,38,279.6,F,FALSE
687,Dennis,Stout,78,203.5,M,FALSE
688,Samuel,Cisneros,16,119.6,F,FALSE
689,Zachary,Montes,5,188.2,M,FALSE
690,Samuel,Gaines,107,151.5,M,FALSE
691,Austin,Tanner,54,120.5,M,TRUE
692,Benjamin,Barrera,77,118.6,F,FALSE
693,Gary,Hoover,33,252.5,F,FALSE
694,Gerald,Parsons,23,250.5,M,FALSE
695,Randy,Blanchard,80,118.1,F,TRUE
696,Bruce,Wilkinson,20,116.3,M,FALSE
697,Tyler,Benson,25,131.7,F,FALSE
698,Jacob,Snow,11,224.6,F,FALSE
699,Jason,Dunlap,76,155,M,FALSE
700,Jordan,Huber,77,131.5,F,FALSE
701,Thomas,Walsh,50,144.1,F,FALSE
702,Brian,Mathis,74,241.9,M,TRUE
703,Nicholas,Meza,83,200.2,F,FALSE
704,Jonathan,Osborne,110,211.7,F,FALSE
705,Eric,Dixon,61,198.8,F,FALSE
706,Thomas,O’donnell,47,177.8,M,TRUE
707,Dylan,Porter,41,266.6,F,FALSE
708,Justin,Parker,12,96.9,F,FALSE
709,Joseph,Booker,89,119.9,M,FALSE
710,Steven,Krueger,44,88.6,F,FALSE
711,Philip,Mack,73,114.4,M,FALSE
712,Larry,George,4,129.2,F,FALSE
713,Walter,Solis,28,196.8,M,FALSE
714,George,Greene,94,111.6,F,FALSE
715,Jack,Love,51,122.6,M,TRUE
716,Roy,Hancock,7,103.5,M,FALSE
717,Billy,Alvarez,90,250.2,F,FALSE
718,Bobby,Spence,35,177.2,F,FALSE
719,George,Mclaughlin,13,207.5,F,TRUE
720,Russell,Gross,19,99.6,M,FALSE
721,Peter,Saunders,65,177.4,M,FALSE
722,Eric,Fields,81,165.1,M,FALSE
723,Lawrence,Murphy,20,190.1,M,FALSE
724,Charles,Conner,69,144.7,F,FALSE
725,Jack,Bishop,77,262.1,F,FALSE
726,Juan,Mullins,68,161,F,FALSE
727,Wayne,Day,68,136.7,M,FALSE
728,Mason,Shaw,2,124.5,F,FALSE
729,Patrick,Ware,2,90,F,FALSE
730,Jack,Stafford,23,138.9,M,FALSE
731,Alexander,James,88,205.9,M,FALSE
732,Michael,Elliott,9,272.6,M,FALSE
733,Dennis,Orr,104,240.7,M,FALSE
734,Kenneth,Henry,63,158.7,M,FALSE
735,James,Fitzgerald,67,146.8,M,FALSE
736,Douglas,Piñeda,47,138.4,F,TRUE
737,Jonathan,Friedman,76,137,F,FALSE
738,Jack,Haley,53,256.7,F,TRUE
739,Roger,Crane,90,110.7,F,FALSE
740,Joseph,Bernal,55,241.6,F,FALSE
741,Jeremy,Mcclain,8,239.1,M,TRUE
742,Jonathan,Colón,57,152.2,M,FALSE
743,Albert,Fox,36,266.4,M,FALSE
744,Gabriel,Webb,57,204.1,F,FALSE
745,Gabriel,Cruz,101,162.5,M,FALSE
746,Elijah,Meyer,98,145.5,M,FALSE
747,Gregory,Roberson,64,227.3,F,TRUE
748,Ralph,Potter,23,261.1,M,TRUE
749,Christian,Cruz,78,235.2,F,FALSE
750,Jose,Wright,11,224.9,M,TRUE
751,Eric,Hughes,63,235.7,F,FALSE
752,Ryan,Nash,44,170.7,F,FALSE
753,Thomas,Palacios,96,175.3,F,FALSE
754,Samuel,Vasquez,92,152.6,F,FALSE
755,Jesse,Payne,1,239.9,M,TRUE
756,Jeremy,Humphrey,56,144.1,F,FALSE
757,Patrick,Hartman,40,100.4,M,FALSE
758,Wayne,Bishop,31,125.4,F,FALSE
759,Benjamin,O’neal,101,277.8,M,FALSE
760,Henry,Brewer,20,200.2,F,FALSE
761,Russell,Vo,44,102.7,M,FALSE
762,Michael,Flores,61,274.9,F,FALSE
763,Juan,Gallegos,76,145.6,M,TRUE
764,Wayne,Andrade,80,96.3,F,TRUE
765,Ryan,Murphy,63,163.5,F,TRUE
766,Robert,Hardin,9,205.2,M,TRUE
767,Willie,Elliott,38,111.9,M,FALSE
768,Carl,Oliver,38,172.8,M,TRUE
769,Adam,Rice,71,144.4,F,FALSE
770,Lawrence,Oliver,23,265.5,F,FALSE
771,Gerald,Lyons,47,134.7,F,FALSE
772,Michael,Andersen,82,264.3,M,FALSE
773,Joseph,Randall,96,132.9,F,FALSE
774,Eugene,Page,65,165.4,F,FALSE
775,Jesse,Hanson,54,229.9,M,FALSE
776,Gary,Stanton,35,222.4,M,FALSE
777,Justin,Shepard,16,153.9,M,FALSE
778,Mason,Wu,37,252.1,M,FALSE
779,Gary,Neal,37,159.1,F,FALSE
780,Kevin,Alvarado,23,196.1,F,FALSE
781,Mark,Cook,31,221.3,F,FALSE
782,Raymond,Parrish,51,148.2,M,FALSE
783,Kyle,Hampton,54,196.7,M,FALSE
784,Jerry,Lloyd,17,154.4,F,FALSE
785,Austin,Wagner,47,88.6,F,TRUE
786,Samuel,Curtis,110,259.2,M,FALSE
787,George,Salgado,30,253.7,F,TRUE
788,Zachary,Andersen,43,85.3,M,FALSE
789,Anthony,Simpson,72,118.9,M,FALSE
790,Christian,Serrano,7,86.8,M,FALSE
791,Joe,Pittman,37,248.8,M,TRUE
792,Gregory,Hail,83,148,M,FALSE
793,Peter,Greer,75,189.3,F,TRUE
794,Bryan,Donovan,63,209.6,M,TRUE
795,Dylan,Simpson,69,219.6,M,FALSE
796,Tyler,Moss,46,90.7,F,TRUE
797,Ethan,Poole,74,161.9,M,TRUE
798,Logan,Davenport,105,117.2,F,FALSE
799,Brandon,Singleton,17,152.1,M,FALSE
800,Richard,Tucker,19,213.8,M,FALSE
801,Brandon,Sherman,90,207.6,M,FALSE
802,Carl,Stevenson,15,242.3,F,TRUE
803,Gregory,Baxter,83,85.8,F,FALSE
804,Ryan,Mitchell,23,140.3,M,FALSE
805,Andrew,Craig,15,210.7,F,FALSE
806,Jordan,Gordon,5,263.9,M,FALSE
807,Nathan,Bell,89,166.3,M,TRUE
808,Henry,Barrett,55,125.9,F,FALSE
809,Carl,Knight,42,229.5,M,FALSE
810,Juan,Meyers,95,159.7,F,FALSE
811,Alan,Massey,95,179.3,F,TRUE
812,Christian,Stone,98,123.1,M,TRUE
813,Jeremy,Fitzgerald,83,91.5,F,FALSE
814,Noah,Bernard,87,107.2,F,FALSE
815,Wayne,Jackson,33,241.7,F,FALSE
816,Ronald,Hudson,35,153.3,M,FALSE
817,Steven,Quintana,97,157,F,TRUE
818,Alexander,Mcmahon,26,242.9,F,FALSE
819,Jerry,Duarte,67,229,F,FALSE
820,Robert,Tran,1,147.6,F,FALSE
821,Gregory,Mccall,20,266.3,M,TRUE
822,Eric,Fox,18,232.7,M,FALSE
823,Kyle,Arellano,106,116,F,FALSE
824,Nathan,Bowen,98,91.8,M,FALSE
825,Steven,Rivers,81,94.4,M,TRUE
826,Patrick,Mckenzie,97,111.3,M,FALSE
827,Arthur,Jordan,20,239.7,F,FALSE
828,Samuel,Schaefer,57,234.6,F,FALSE
829,Thomas,Jaramillo,66,170.3,M,TRUE
830,Paul,Buchanan,63,266.1,M,FALSE
831,Bobby,Parra,16,194.5,F,FALSE
832,Kevin,Bruce,107,223.2,M,FALSE
833,Vincent,Cortéz,27,250,M,FALSE
834,Walter,Mccormick,64,278.3,M,TRUE
835,Roger,Leonard,57,233.4,M,FALSE
836,Jacob,Mccormick,29,173.2,F,FALSE
837,Donald,Sloan,16,155.4,F,FALSE
838,Paul,Wiggins,69,184.6,F,FALSE
839,Paul,Vu,74,223.1,F,TRUE
840,Samuel,Padilla,17,137.8,F,FALSE
841,Henry,Cook,87,195.3,F,FALSE
842,Albert,Jordan,2,197.8,F,TRUE
843,Anthony,Crane,89,209.7,M,FALSE
844,Charles,Hopkins,39,177.6,F,FALSE
845,Benjamin,Cordova,15,177,M,TRUE
846,William,Phan,50,216.2,M,TRUE
847,Bryan,Mendoza,99,112.9,F,FALSE
848,Mason,Diaz,10,152.1,F,FALSE
849,Steven,Wright,18,152.8,F,FALSE
850,Dennis,Stevens,86,256,M,FALSE
851,Stephen,Bennett,74,250.7,F,FALSE
852,Gary,Marsh,31,85.8,F,FALSE
853,Aaron,Lim,21,85.4,M,FALSE
854,Henry,Vo,38,177.7,M,FALSE
855,Carl,Fox,100,122.4,M,FALSE
856,Roy,Rangel,97,135.5,M,FALSE
857,Larry,Weiss,31,118.4,F,FALSE
858,Daniel,Esquivel,67,161.2,M,FALSE
859,Scott,Powers,28,224,M,FALSE
860,Donald,Rich,109,193.8,F,FALSE
861,Alexander,Mccullough,32,277.1,M,FALSE
862,Zachary,Mcdonald,92,126.7,F,FALSE
863,Jack,Copeland,20,170.5,M,TRUE
864,Gerald,Mccall,40,233.2,M,TRUE
865,Anthony,Ferguson,96,193.4,F,FALSE
866,Edward,Lamb,100,165,F,FALSE
867,Adam,Rich,109,84.2,M,FALSE
868,Noah,Miller,16,84.4,M,FALSE
869,Jesse,Mcfarland,88,218,M,FALSE
870,Albert,Brock,72,219.1,F,FALSE
871,Thomas,Reeves,96,105.2,F,FALSE
872,Russell,Stout,13,180.4,M,FALSE
873,Bradley,Gentry,89,108,F,FALSE
874,Steven,Bell,85,96.6,F,TRUE
875,Randy,Fitzgerald,49,210.5,M,FALSE
876,Jesse,Duran,95,221.8,M,FALSE
877,Russell,Li,19,253.7,M,FALSE
878,Randy,Thompson,54,270.7,M,FALSE
879,Jesse,Oliver,30,190.3,M,FALSE
880,Ethan,Caldwell,50,243.9,F,FALSE
881,Brian,Kennedy,55,135.5,F,FALSE
882,Richard,Edwards,11,269.3,M,FALSE
883,Jose,Lam,63,179.2,F,TRUE
884,John,Callahan,93,91.3,M,FALSE
885,Jeffrey,Stein,67,228.4,M,FALSE
886,Steven,Collins,95,113,F,FALSE
887,Timothy,Bowen,82,130.8,F,FALSE
888,Bryan,Morales,103,275.4,M,TRUE
889,Anthony,Underwood,46,192.7,M,FALSE
890,Keith,Dawson,1,80.4,M,FALSE
891,Austin,Ochoa,48,208.8,F,FALSE
892,Jacob,Frazier,110,149.5,M,FALSE
893,Adam,Hicks,50,120.4,M,TRUE
894,Elijah,Orozco,106,188.9,F,FALSE
895,Thomas,Pitts,77,146.8,F,FALSE
896,Joshua,Lamb,3,154.5,F,FALSE
897,Brandon,Quintana,35,163.7,M,FALSE
898,Roy,Paul,18,189.8,F,FALSE
899,Dennis,Lawson,103,225.3,M,TRUE
900,Logan,Huffman,37,188.6,F,TRUE
901,Ryan,Noble,87,117.1,F,TRUE
902,Jeremy,Bullock,60,272.2,F,FALSE
903,Douglas,Travis,88,192.2,M,FALSE
904,Peter,House,60,247.3,M,FALSE
905,Anthony,Rodriguez,86,252.2,M,FALSE
906,Mason,Chan,86,237.2,F,FALSE
907,Michael,Conley,56,96.9,F,TRUE
908,Raymond,Atkinson,53,207.2,M,FALSE
909,Ronald,Davenport,47,205.6,F,FALSE
910,Raymond,Huff,98,135.6,F,FALSE
911,Ryan,Wells,39,202.5,F,TRUE
912,Larry,Reese,65,279,M,TRUE
913,Philip,Cruz,97,95.4,M,FALSE
914,Michael,Jones,31,90.9,F,TRUE
915,Albert,Rice,98,143.1,M,FALSE
916,Sean,Caldwell,23,80.8,F,FALSE
917,Austin,Medina,5,243.7,M,FALSE
918,Christopher,Portillo,52,184.4,F,FALSE
919,Gerald,Fitzgerald,9,177.9,F,TRUE
920,Sean,Ponce,84,192.2,F,FALSE
921,Eric,Frazier,46,209.4,M,FALSE
922,Ronald,Curtis,52,107.6,M,TRUE
923,Kevin,Cherry,40,154.5,M,FALSE
924,Patrick,Ali,13,249.3,F,FALSE
925,Stephen,Maldonado,46,272.4,M,FALSE
926,Eric,Dickerson,110,201.2,F,FALSE
927,Terry,Bryan,66,201.1,F,FALSE
928,Sean,Enriquez,93,231.6,F,TRUE
929,Brandon,Gonzales,12,106.5,F,FALSE
930,Andrew,Keith,81,101.3,M,TRUE
931,Ralph,Simmons,52,96.7,M,FALSE
932,Jack,Dyer,30,83.6,F,TRUE
933,Brian,Armstrong,5,207.2,F,FALSE
934,Timothy,Dunlap,68,203,F,FALSE
935,Noah,Norris,69,150.7,M,FALSE
936,Noah,Graham,108,215.3,F,FALSE
937,Sean,Vu,80,278.8,F,FALSE
938,Dylan,Lynn,31,108.2,F,FALSE
939,Russell,Montes,93,223.1,M,FALSE
940,Joshua,Piñeda,40,123.9,M,FALSE
941,Edward,Wong,25,129.1,F,FALSE
942,Thomas,Hansen,3,242.8,M,FALSE
943,Joe,Cochran,12,117.9,M,FALSE
944,Bobby,Burnett,100,142.9,M,TRUE
945,Gabriel,Carlson,73,122.2,M,FALSE
946,Mason,Mcgee,82,104.2,M,FALSE
947,Eric,Myers,24,215.3,M,FALSE
948,Gregory,Crosby,14,132.4,F,FALSE
949,Aaron,Stokes,5,99.8,M,FALSE
950,Aaron,Griffin,49,157.3,F,FALSE
951,Edward,Hobbs,71,150.3,F,FALSE
952,Eugene,Leon,20,244.5,F,FALSE
953,Lawrence,Valencia,2,220.8,M,FALSE
954,Richard,Estrada,67,163.9,M,FALSE
955,Harold,Branch,70,98.9,F,FALSE
956,George,Lang,41,165.8,M,FALSE
957,Tyler,Sharp,28,171.7,F,FALSE
958,Zachary,Peters,101,197.4,F,TRUE
959,Daniel,Alfaro,9,172.8,F,FALSE
960,Bryan,Walter,62,170.3,F,TRUE
961,Bobby,Valdez,107,234.8,F,FALSE
962,Russell,Haynes,106,187.4,M,FALSE
963,David,James,88,125.5,F,TRUE
964,Ryan,Charles,72,151.6,F,FALSE
965,Benjamin,Morse,19,238.3,F,FALSE
966,Gregory,Enriquez,40,173.3,M,FALSE
967,Douglas,Barry,9,268.4,M,TRUE
968,Gabriel,Mckinney,47,197.2,F,FALSE
969,Christian,Moreno,69,161.6,F,FALSE
970,Jose,Sawyer,10,141.6,M,FALSE
971,Mason,Cantrell,87,160.9,F,FALSE
972,Edward,Chandler,55,146.5,F,TRUE
973,Kenneth,Durham,100,118.6,F,FALSE
974,Kenneth,Wall,34,256.9,M,FALSE
975,Donald,Vo,6,202.5,F,FALSE
976,Albert,Banks,96,130.1,F,FALSE
977,Thomas,Terrell,88,258.8,M,TRUE
978,Michael,Martinez,93,175.9,F,FALSE
979,Billy,Leal,94,187.3,F,FALSE
980,Andrew,Rowe,33,103.5,F,FALSE
981,Timothy,Francis,82,80.2,M,FALSE
982,Charles,Mason,78,242,M,FALSE
983,Terry,Fernandez,78,187.6,M,FALSE
984,Brian,Castillo,92,86.8,M,FALSE
985,Justin,Landry,30,275,M,FALSE
986,Scott,Burnett,80,238.8,F,FALSE
987,William,Berg,65,148.6,M,TRUE
988,Brandon,Gilmore,39,196.5,M,FALSE
989,Patrick,Valencia,66,134.3,F,TRUE
990,Raymond,Carson,105,245.5,M,TRUE
991,Eric,Daniels,16,155.1,F,FALSE
992,Elijah,Escobar,6,222.6,F,FALSE
993,Mark,Blankenship,50,254.8,F,FALSE
994,Frank,Mueller,9,157.8,F,FALSE
995,Bryan,Hughes,96,276.6,M,FALSE
996,Matthew,Dudley,51,157.4,F,FALSE
997,Elijah,Reese,100,135,F,FALSE
998,Gerald,Ward,34,185.2,F,FALSE
999,Arthur,Reilly,93,185.8,F,FALSE
1000,Dylan,Preston,48,91.2,F,FALSE
1001,Ronald,Cisneros,61,278.2,M,FALSE
1002,Michael,Hebert,80,113.7,F,FALSE
1003,Jordan,Jacobson,36,175.8,F,FALSE
1004,Kevin,Decker,31,273.3,F,FALSE
1005,Matthew,Preston,92,109.4,F,FALSE
1006,Dennis,Craig,48,163.4,F,FALSE
1007,Lawrence,O’connell,78,239.1,F,FALSE
1008,Jerry,Bonilla,14,214.9,M,FALSE
1009,Logan,Hail,27,201.3,M,FALSE
1010,Keith,Juarez,89,102.7,F,TRUE
1011,Jason,Caldwell,78,195.1,F,FALSE
1012,Richard,Pratt,20,209.6,F,FALSE
1013,Anthony,Brown,58,240.5,F,FALSE
1014,Brandon,Mcmahon,52,189.8,M,FALSE
1015,Arthur,Bernal,85,193.7,F,FALSE
1016,Patrick,Roy,9,222.6,F,FALSE
1017,Kevin,Trujillo,87,179.9,M,FALSE
1018,Zachary,Wright,93,224.9,M,FALSE
1019,Austin,Soto,12,119.3,F,TRUE
1020,Scott,Truong,3,156.7,F,FALSE
1021,Kevin,Lee,98,136.7,F,FALSE
1022,Russell,Lloyd,45,114.5,M,FALSE
1023,Ryan,Bruce,48,141.8,F,FALSE
1024,Christian,Craig,32,191.8,F,FALSE
1025,Benjamin,Nielsen,57,276.2,F,FALSE
1026,Jordan,Jaramillo,79,208.3,F,FALSE
1027,Justin,Hart,68,118.8,M,FALSE
1028,Gregory,Buchanan,80,185.6,F,TRUE
1029,Ryan,Carpenter,30,140.1,F,FALSE
1030,Gerald,Pierce,32,140.2,M,TRUE
1031,Aaron,Charles,53,252.4,F,TRUE
1032,Christian,Thornton,98,237.8,M,TRUE
1033,Scott,Ahmed,35,278,M,FALSE
1034,Gerald,Moyer,4,148.3,F,FALSE
1035,Terry,Fernandez,5,86.5,M,FALSE
1036,Eugene,Hull,2,84.9,M,FALSE
1037,Patrick,Everett,36,122.2,F,FALSE
1038,Bruce,Hensley,89,279.3,F,FALSE
1039,George,Sherman,98,158,M,FALSE
1040,Russell,Golden,97,94.2,F,FALSE
1041,Edward,Escobar,38,266.3,F,TRUE
1042,Stephen,Haynes,8,247.3,M,FALSE
1043,Jeffrey,Mccormick,46,252.3,M,FALSE
1044,Roy,Ruiz,82,237.2,F,FALSE
1045,Harold,Tate,34,153.6,F,TRUE
1046,Logan,Stewart,70,135.9,M,TRUE
1047,Ethan,Camacho,103,265.9,M,TRUE
1048,Samuel,Montgomery,72,259.7,M,TRUE
1049,Raymond,Hess,76,103.6,F,FALSE
1050,Bobby,Herring,104,117.9,M,FALSE
1051,John,Mullins,10,168.3,M,FALSE
1052,Willie,Hess,28,122.2,M,TRUE
1053,Gabriel,Avery,86,87.6,M,FALSE
1054,Jack,Bryan,94,140.1,F,FALSE
1055,Joseph,Finley,83,149.8,F,TRUE
1056,Daniel,Cantu,8,187.4,M,FALSE
1057,Bobby,Vincent,107,277.8,F,FALSE
1058,Andrew,Grimes,70,232.4,M,FALSE
1059,Ralph,Fernandez,28,118.9,M,FALSE
1060,Gary,Whitehead,7,137.4,M,FALSE
1061,Adam,Knapp,63,204.7,M,FALSE
1062,Gabriel,Walton,30,117.8,M,TRUE
1063,Nicholas,Johnson,46,116,M,FALSE
1064,Ronald,Phan,94,197.2,F,FALSE
1065,Matthew,Buck,68,129,F,FALSE
1066,Samuel,Giles,21,248.7,F,FALSE
1067,Christopher,Jennings,43,272,M,FALSE
1068,Frank,Moses,56,167.9,M,FALSE
1069,Gregory,Marks,63,222.4,M,TRUE
1070,Scott,Sandoval,99,236.1,F,FALSE
1071,Kenneth,Tanner,68,278.9,F,FALSE
1072,Steven,Cameron,77,188,M,TRUE
1073,James,Wiley,64,154.3,F,FALSE
1074,Charles,Johnston,71,178.3,F,FALSE
1075,Albert,Moon,63,204.3,F,TRUE
1076,Jesse,Phelps,35,254.3,M,FALSE
1077,Logan,Stephens,70,176.7,M,FALSE
1078,Jeremy,Carter,12,85.9,F,FALSE
1079,Sean,Green,8,91.3,F,FALSE
1080,Paul,Mullins,105,127.6,M,FALSE
1081,Jerry,Dickerson,76,228.2,M,FALSE
1082,Eugene,Roach,87,89.9,M,FALSE
1083,Brian,Trujillo,47,262.8,M,TRUE
1084,Dylan,Bowman,68,101.6,F,FALSE
1085,Roy,Duncan,34,162.3,F,FALSE
1086,Brian,Rowland,79,130.4,F,FALSE
1087,John,Woodard,50,203.5,M,FALSE
1088,Charles,Cook,20,277,F,FALSE
1089,Paul,Valdez,98,205.2,M,FALSE
1090,Bradley,Melendez,91,92.4,M,FALSE
1091,Henry,Brennan,5,149.5,F,FALSE
1092,Lawrence,Dodson,48,237,M,TRUE
1093,Brandon,Velasquez,102,223.2,F,TRUE
1094,Harold,Gregory,37,176.5,F,FALSE
1095,Charles,Camacho,36,265,F,TRUE
1096,Ethan,Rhodes,13,170.3,F,TRUE
1097,Raymond,Rodriguez,109,80.2,F,FALSE
1098,Jonathan,Palmer,6,191.3,F,FALSE
1099,Willie,Montgomery,13,207.4,M,FALSE
1100,Samuel,Little,15,244.7,M,TRUE
1101,Joseph,Ayers,38,120,F,FALSE
1102,Wayne,Walter,49,178.5,F,FALSE
1103,Thomas,Riley,2,120.9,M,FALSE
1104,Ralph,Stafford,99,241.8,F,FALSE
1105,Alan,Rangel,55,138.5,F,FALSE
1106,Robert,Callahan,7,275.1,M,FALSE
1107,Timothy,Solomon,51,131.1,M,FALSE
1108,Brandon,Salas,81,109.4,M,FALSE
1109,Edward,Soto,45,144.1,M,FALSE
1110,Jordan,Patton,16,182.6,F,FALSE
1111,Dylan,Bender,79,201.4,M,FALSE
1112,Jacob,Carson,39,123,M,FALSE
1113,Willie,Pham,93,258.9,F,FALSE
1114,Peter,Savage,56,209.8,M,FALSE
1115,Eugene,Rhodes,39,80.7,F,FALSE
1116,Jason,Schaefer,70,149.9,F,TRUE
1117,Anthony,Merritt,73,179.3,F,TRUE
1118,Gerald,Bernard,33,188.4,M,FALSE
1119,Scott,Stevens,86,250.9,M,FALSE
1120,Frank,Garrett,92,176,M,TRUE
1121,Steven,Dalton,9,155.6,F,FALSE
1122,Zachary,Ball,26,95.9,F,FALSE
1123,Tyler,Gates,7,149.2,M,FALSE
1124,Brian,Baldwin,98,270,M,TRUE
1125,Robert,Rocha,109,82.6,M,FALSE
1126,Logan,Burgess,13,90.8,M,TRUE
1127,Nathan,Bartlett,70,191.8,M,FALSE
1128,Jerry,Cunningham,80,250.6,F,TRUE
1129,Elijah,Stokes,49,119.2,F,FALSE
1130,Zachary,Collier,2,128,F,FALSE
1131,Joshua,Phelps,18,216.8,F,FALSE
1132,Richard,Marshall,76,194.1,M,FALSE
1133,Christopher,Orr,100,222,M,FALSE
1134,Patrick,Osborne,110,103.8,F,FALSE
1135,Stephen,Livingston,58,168.2,F,TRUE
1136,Adam,Valenzuela,90,227.8,F,FALSE
1137,Matthew,Grimes,79,263.3,M,FALSE
1138,Jack,Galindo,22,244.1,F,FALSE
1139,Jose,Carson,88,152.2,F,FALSE
1140,Bryan,Jacobs,22,82,F,FALSE
1141,Carl,Juarez,37,250.9,M,FALSE
1142,Joshua,French,9,226.8,M,FALSE
1143,Philip,Cardenas,30,188.4,M,TRUE
1144,Harold,Sanders,58,170.3,F,FALSE
1145,Joseph,Santiago,31,204,M,FALSE
1146,Robert,Wilkerson,43,266,M,FALSE
1147,Roy,Avery,43,255.8,M,TRUE
1148,Billy,Fisher,103,266.7,M,FALSE
1149,Gerald,Hughes,51,109.4,F,FALSE
1150,Brian,Reeves,44,174.5,M,TRUE
1151,Douglas,Marquez,108,210.8,F,FALSE
1152,Benjamin,Welch,100,164.4,M,FALSE
